StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,message1,message2,message3,AttentionCheck1,message4,Message5,Message6,regulations,GlobalWarming,TrumpHigh,AttentionCheck2,TrumpLow,BidenLow,ExxonHigh,ExxonLow,BidenHigh,MSCHigh,MSCLow,SierraHigh,SierraLow,colgateHigh,ColgateLow,patagoniaHigh,PatagoniaLow,powerthefutureHigh,PowerTheFutureLow,TrumpTemp,BidenTemp,comment,political_affiliat,political_affiliat_4_TEXT,polparty,age,gender,gender_3_TEXT,state_1,EndComments,Random ID,Create New Field or Choose From Dropdown...
7/29/2022 18:45,7/29/2022 18:50,IP Address,71.120.123.21,100,309,TRUE,7/29/2022 18:50,R_ebxK3is3XxXl1yp,,,,,41.368,-75.7341,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Extremely political,Slightly political,Very political,2,Mostly by human activity,,Slightly political,,Extremely political,,Very political,Very political,,Slightly political,,,,Not at all political,Somewhat political,Not at all political,Extremely political,,0,5,The one ad just had a red block with no other images.,Weak Democrat,,,35 to 44 years old,Male,,Pennsylvania,,13554,
7/29/2022 19:37,7/29/2022 19:52,IP Address,71.120.178.138,100,883,TRUE,7/29/2022 19:52,R_265vDUutckmOmcQ,,,,,36.9886,-76.4143,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Extremely political,Very political,Somewhat political,7. No regulation because it will not work and will cost jobs,Equally by human activity and natural causes,Extremely political,Slightly political,Extremely political,,,Not at all political,,Somewhat political,Not at all political,Extremely political,Very political,,Not at all political,,,,,3,3,I did not notice anything unusual.,Other:,none,Republican Party,35 to 44 years old,Female,,Virginia,,66945,
7/29/2022 21:16,7/29/2022 21:21,IP Address,24.10.239.103,100,279,TRUE,7/29/2022 21:21,R_XjoXT19TA2ST66d,,,,,40.3969,-111.7919,anonymous,EN,Somewhat political,Extremely political,Slightly political,Slightly Political,Slightly political,Somewhat political,Not at all political,3,Mostly by human activity,,Slightly political,Very political,Extremely political,Slightly political,Slightly political,,,,Extremely political,Not at all political,Not at all political,,,Not at all political,,,0,5,no,Weak Democrat,,,25 to 34 years old,Male,,Utah,,92228,
7/29/2022 23:03,7/29/2022 23:11,IP Address,23.125.192.243,100,498,TRUE,7/29/2022 23:12,R_1GIkT6jD5uGZlHE,,,,,35.4875,-80.9876,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Very political,Somewhat political,Somewhat political,3,Equally by human activity and natural causes,Extremely political,,,Very political,,,Extremely political,Very political,,,,,Not at all political,Very political,Slightly political,Extremely political,Somewhat political,0,0,No,Independent,,,45 to 54 years old,Male,,North Carolina,,32820,
7/30/2022 7:21,7/30/2022 7:27,IP Address,173.21.194.49,100,373,TRUE,7/30/2022 7:27,R_31TzP957RstEY5R,,,,,39.4849,-88.1805,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Slightly political,Slightly political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,Slightly political,,Somewhat political,Extremely political,,,,Not at all political,Extremely political,,Slightly political,,Very political,,Extremely political,Extremely political,0,10,"Not really -- but those last two questions were unusual. Trump is not the current president, and Biden is.",Strong Democrat,,,55 to 64 years old,Female,,Illinois,,42064,
7/30/2022 7:49,7/30/2022 7:54,IP Address,107.77.192.13,100,280,TRUE,7/30/2022 7:54,R_1C73dO3MWxyblVH,,,,,42.4652,-83.3713,anonymous,EN,Somewhat political,Extremely political,Not at all political,Slightly Political,Somewhat political,Not at all political,Not at all political,4,Mostly by natural causes,Extremely political,Slightly political,,Somewhat political,Somewhat political,,Extremely political,,Not at all political,,Somewhat political,,,Very political,,Extremely political,,8,0,They seemed slanted towards conservatives.,Strong Republican,,Republican Party,45 to 54 years old,Female,,Michigan,,52120,
7/30/2022 9:48,7/30/2022 9:53,IP Address,71.90.193.60,100,302,TRUE,7/30/2022 9:53,R_238m3AXMyzlEfxA,,,,,33.8617,-84.5396,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Slightly political,Slightly political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,Slightly political,Extremely political,,Not at all political,Not at all political,,,Not at all political,Extremely political,,,,Very political,,Extremely political,Slightly political,0,9,,Strong Democrat,,,55 to 64 years old,Female,,Georgia,,13343,
7/30/2022 10:51,7/30/2022 11:02,IP Address,108.82.131.8,100,652,TRUE,7/30/2022 11:02,R_2t6kqfknmG089gP,,,,,30.4856,-90.0977,anonymous,EN,Very political,Very political,Not at all political,Slightly Political,Somewhat political,Not at all political,Not at all political,3,Equally by human activity and natural causes,Extremely political,,Extremely political,Extremely political,Slightly political,Slightly political,,,Not at all political,,,Not at all political,Not at all political,,Not at all political,,,8,1,No,Weak Republican,,,35 to 44 years old,Female,,Louisiana,,39019,
7/30/2022 11:21,7/30/2022 11:26,IP Address,108.74.186.185,100,292,TRUE,7/30/2022 11:26,R_0VBIVvtP0B6lKxP,,,,,33.4125,-84.3012,anonymous,EN,Somewhat political,Extremely political,Somewhat political,Slightly Political,Slightly political,Slightly political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,,Extremely political,Somewhat political,Slightly political,Extremely political,,Not at all political,Extremely political,,Not at all political,,Extremely political,,,,0,8,The majority of the ads seemed to be negative in nature and called for action to stop a certain activity.,Strong Democrat,,,35 to 44 years old,Female,,Georgia,,80281,
7/30/2022 11:49,7/30/2022 11:55,IP Address,74.207.140.241,100,386,TRUE,7/30/2022 11:55,R_uqxno2Qv0vkT6dr,,,,,48.2261,-101.2974,anonymous,EN,Somewhat political,Very political,Not at all political,Slightly Political,Not at all political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,Slightly political,,,Somewhat political,Not at all political,,Very political,Not at all political,,Not at all political,,Not at all political,,,Extremely political,Somewhat political,0,10,No.,Strong Democrat,,,25 to 34 years old,Female,,North Dakota,,70957,
7/30/2022 11:42,7/30/2022 12:02,IP Address,24.154.98.113,100,1153,TRUE,7/30/2022 12:02,R_2aWxcJSYbZeQliY,,,,,40.0703,-79.8941,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Somewhat political,Not at all political,3,Equally by human activity and natural causes,,,Somewhat political,Somewhat political,Not at all political,Not at all political,,Slightly political,Not at all political,,Not at all political,,,,Not at all political,,Not at all political,2,0,no,Weak Republican,,,45 to 54 years old,Female,,Pennsylvania,,64580,
7/30/2022 12:19,7/30/2022 12:26,IP Address,71.244.196.171,100,404,TRUE,7/30/2022 12:26,R_1pWZtcFFO5fmO8d,,,,,39.2812,-76.7406,anonymous,EN,Somewhat political,Extremely political,Very political,Slightly Political,Very political,Very political,Slightly political,3,Mostly by human activity,Extremely political,,,Slightly political,Very political,,,Very political,Somewhat political,Very political,,,Not at all political,Somewhat political,,Somewhat political,,1,1,"No, everything seems in order.",Weak Democrat,,,25 to 34 years old,Male,,Maryland,This was a great survey. Interesting to learn some of those things.,97636,
7/30/2022 13:40,7/30/2022 13:59,IP Address,50.45.232.159,100,1176,TRUE,7/30/2022 13:59,R_3O8OXOWTVdZn1ov,,,,,45.6073,-122.4147,anonymous,EN,Somewhat political,Very political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Slightly political,3,Mostly by human activity,,,Not at all political,,Very political,Slightly political,,Somewhat political,,Very political,Very political,,Not at all political,Very political,,Extremely political,,0,6,no,Independent,,,25 to 34 years old,Male,,Oregon,,76841,
7/25/2022 16:39,7/25/2022 16:39,IP Address,68.99.230.222,3,5,FALSE,8/1/2022 16:39,R_3Gg4zkyX3aBG5id,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2022 16:52,7/25/2022 16:59,IP Address,70.170.38.174,97,408,FALSE,8/1/2022 16:59,R_3iWsjg95BFDeZxc,,,,,,,anonymous,EN,Very political,Very political,Somewhat political,Slightly Political,Somewhat political,Somewhat political,Somewhat political,5,Equally by human activity and natural causes,Very political,Slightly political,,,,,Very political,Very political,Very political,,,Very political,,Very political,,Very  political,Very  political,10,1,e anything unusual about an,Weak Democrat,,,,,,,,19423,
7/25/2022 16:58,7/25/2022 17:00,IP Address,96.241.105.124,97,121,FALSE,8/1/2022 17:00,R_10rAhm3Rh6jfDoM,,,,,,,anonymous,EN,Extremely political,Not at all political,Extremely political,Extremely political,Extremely political,Not at all political,Extremely political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Not at all political,Extremely political,Extremely political,Not at all political,,,,,,Extremely political,Not at all political,Extremely political,Extremely political,,,,Extremely political,,,4,Strong Democrat,,,18 to 24 years old,Other:,,Alabama,,21344,
7/25/2022 18:04,7/25/2022 18:05,IP Address,72.2.254.83,14,54,FALSE,8/1/2022 18:06,R_2TzpgX1F63w00fi,,,,,,,anonymous,EN,Somewhat political,,Slightly political,Slightly Political,,,Very political,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2022 2:17,7/28/2022 2:19,IP Address,76.120.190.164,16,94,FALSE,8/4/2022 2:19,R_2rO46D1av5KP74X,,,,,,,anonymous,EN,Extremely political,,,Slightly Political,Very political,Somewhat political,Slightly political,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2022 3:55,7/28/2022 4:08,IP Address,135.148.233.69,97,809,FALSE,8/4/2022 4:08,R_3D2Axt9qcl5hXQs,,,,,,,anonymous,EN,Somewhat political,Somewhat political,Somewhat political,Somewhat political,Somewhat political,Somewhat political,Somewhat political,4,Mostly by natural causes,Very political,,Very political,,Somewhat political,,Somewhat political,Somewhat political,,,,Not at all political,Not at all political,,Not at all political,,Somewhat political,8,2,The ad was more favorable to Donald Trump,Independent,,,35 to 44 years old,Male,,Florida,,16200,
7/28/2022 4:13,7/28/2022 4:23,IP Address,71.203.29.147,59,617,FALSE,8/4/2022 4:23,R_s6zFQ8JcjVeWI0x,,,,,,,anonymous,EN,Slightly political,Somewhat political,Slightly political,Slightly Political,Not at all political,Not at all political,Not at all political,2,Mostly by human activity,,Very political,,Not at all political,,,,Very political,,,,,,,,,,,,,,,,,,,,,,
7/28/2022 5:26,7/28/2022 5:28,IP Address,107.206.246.64,3,95,FALSE,8/4/2022 5:28,R_30veI0C4ZkjvfpP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2022 5:45,7/28/2022 5:49,IP Address,73.214.75.221,73,277,FALSE,8/4/2022 5:49,R_1eD9XIijwDC4aox,,,,,,,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Slightly political,Slightly political,Not at all political,3,Equally by human activity and natural causes,Very political,Very political,Very political,Slightly political,,Slightly political,,Slightly political,,,Somewhat political,,,,,Very  political,,,,,,,,,,,,,,
7/28/2022 7:01,7/28/2022 7:04,IP Address,47.185.102.126,57,170,FALSE,8/4/2022 7:04,R_2wj1bf2wti0cMZC,,,,,,,anonymous,EN,Extremely political,Extremely political,Slightly political,Slightly Political,Somewhat political,Slightly political,Not at all political,2,Mostly by human activity,,Extremely political,,,,,,,,,,,,Very political,,,,,,,,,,,,,,,,
7/28/2022 7:03,7/28/2022 7:04,IP Address,47.185.102.126,54,56,FALSE,8/4/2022 7:04,R_2vet5jWrBagjlEC,,,,,,,anonymous,EN,Extremely political,Extremely political,Slightly political,Slightly Political,Somewhat political,Very political,Slightly political,3,Mostly by human activity,Extremely political,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2022 6:59,7/28/2022 7:08,IP Address,50.236.74.82,73,490,FALSE,8/4/2022 7:08,R_21669ghgrge2GK0,,,,,,,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Extremely political,,Extremely political,,Not at all political,,Somewhat political,Not at all political,Extremely political,,,,,Not at all political,,,,,,,,,,,,,,,
7/28/2022 7:17,7/28/2022 7:24,IP Address,47.26.182.195,97,383,FALSE,8/4/2022 7:24,R_2rkcq2xuvPLOJ3m,,,,,,,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Very political,Somewhat political,Somewhat political,3,Mostly by human activity,Extremely political,Slightly political,,,Slightly political,Slightly political,,Slightly political,Not at all political,Extremely political,,,Not at all political,,,,Very  political,0,5,no,Strong Democrat,,,45 to 54 years old,Male,,Michigan,,50722,
7/28/2022 7:25,7/28/2022 7:30,IP Address,47.206.227.94,68,264,FALSE,8/4/2022 7:30,R_2zASVNY2rYhju3E,,,,,,,anonymous,EN,Very political,Very political,Very political,Slightly Political,Somewhat political,Somewhat political,Slightly political,1. Regulate business to protect the environment and create jobs,Equally by human activity and natural causes,Extremely political,Very political,,Very political,,,,Somewhat political,,,,,,Very political,Slightly political,,,,,,,,,,,,,,,
7/28/2022 9:59,7/28/2022 10:05,IP Address,76.187.65.25,57,311,FALSE,8/4/2022 10:05,R_3QEhikeTonmX4Tt,,,,,,,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Somewhat political,Somewhat political,Somewhat political,3,Mostly by human activity,Extremely political,Extremely political,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2022 10:05,7/28/2022 10:06,IP Address,76.187.65.25,76,52,FALSE,8/4/2022 10:06,R_2abh35hJJ1TfnWz,,,,,,,anonymous,EN,Slightly political,Very political,Very political,Slightly Political,Extremely political,Extremely political,Very political,2,Mostly by human activity,Extremely political,,,Somewhat political,Very political,Not at all political,Extremely political,,,Extremely political,Somewhat political,Somewhat political,Very political,,,,,,,,,,,,,,,,,
